id_dep,libDep,id_circo,id_com,libCom,codeBV,id_bv,libBv,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
973,Guyane,97302,97303,Iracoubo,0001,97303_0001,Iracoubo - 0001,746,260,"34,85%",486,"65,15%",254,"34,05%","97,69%",2,"0,27%","0,77%",4,"0,54%","1,54%",Numéro de panneau 1,1
973,Guyane,97302,97303,Iracoubo,0002,97303_0002,Iracoubo - 0002,477,114,"23,90%",363,"76,10%",112,"23,48%","98,25%",2,"0,42%","1,75%",0,"0,00%","0,00%",Numéro de panneau 1,1
973,Guyane,97302,97304,Kourou,0001,97304_0001,Kourou - 0001,1055,391,"37,06%",664,"62,94%",380,"36,02%","97,19%",10,"0,95%","2,56%",1,"0,09%","0,26%",Numéro de panneau 1,1
973,Guyane,97302,97304,Kourou,0002,97304_0002,Kourou - 0002,879,377,"42,89%",502,"57,11%",356,"40,50%","94,43%",18,"2,05%","4,77%",3,"0,34%","0,80%",Numéro de panneau 1,1
973,Guyane,97302,97304,Kourou,0003,97304_0003,Kourou - 0003,581,233,"40,10%",348,"59,90%",222,"38,21%","95,28%",9,"1,55%","3,86%",2,"0,34%","0,86%",Numéro de panneau 1,1
973,Guyane,97302,97304,Kourou,0004,97304_0004,Kourou - 0004,936,336,"35,90%",600,"64,10%",321,"34,29%","95,54%",10,"1,07%","2,98%",5,"0,53%","1,49%",Numéro de panneau 1,1
973,Guyane,97302,97304,Kourou,0005,97304_0005,Kourou - 0005,1059,395,"37,30%",664,"62,70%",380,"35,88%","96,20%",12,"1,13%","3,04%",3,"0,28%","0,76%",Numéro de panneau 1,1
973,Guyane,97302,97304,Kourou,0006,97304_0006,Kourou - 0006,1098,404,"36,79%",694,"63,21%",385,"35,06%","95,30%",12,"1,09%","2,97%",7,"0,64%","1,73%",Numéro de panneau 1,1
973,Guyane,97302,97304,Kourou,0007,97304_0007,Kourou - 0007,1110,345,"31,08%",765,"68,92%",337,"30,36%","97,68%",4,"0,36%","1,16%",4,"0,36%","1,16%",Numéro de panneau 1,1
973,Guyane,97302,97304,Kourou,0008,97304_0008,Kourou - 0008,1110,433,"39,01%",677,"60,99%",421,"37,93%","97,23%",6,"0,54%","1,39%",6,"0,54%","1,39%",Numéro de panneau 1,1
