id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
37,Indre-et-Loire,37001,1ère circonscription,71964,47705,"66,29%",24259,"33,71%",46886,"65,15%","98,28%",565,"0,79%","1,18%",254,"0,35%","0,53%",Numéro de panneau 1,1
37,Indre-et-Loire,37002,2ème circonscription,93120,65669,"70,52%",27451,"29,48%",63837,"68,55%","97,21%",1302,"1,40%","1,98%",530,"0,57%","0,81%",Numéro de panneau 1,1
37,Indre-et-Loire,37003,3ème circonscription,99411,69815,"70,23%",29596,"29,77%",67453,"67,85%","96,62%",1633,"1,64%","2,34%",729,"0,73%","1,04%",Numéro de panneau 1,1
37,Indre-et-Loire,37004,4ème circonscription,92734,63488,"68,46%",29246,"31,54%",61812,"66,66%","97,36%",1145,"1,23%","1,80%",531,"0,57%","0,84%",Numéro de panneau 1,1
37,Indre-et-Loire,37005,5ème circonscription,87677,61562,"70,21%",26115,"29,79%",59914,"68,33%","97,32%",1165,"1,33%","1,89%",483,"0,55%","0,78%",Numéro de panneau 1,1
37,Indre-et-Loire,37001,1ère circonscription,71964,47705,"66,29%",24259,"33,71%",46886,"65,15%","98,28%",565,"0,79%","1,18%",254,"0,35%","0,53%",Nuance candidat 1,EXG
37,Indre-et-Loire,37002,2ème circonscription,93120,65669,"70,52%",27451,"29,48%",63837,"68,55%","97,21%",1302,"1,40%","1,98%",530,"0,57%","0,81%",Nuance candidat 1,ENS
37,Indre-et-Loire,37003,3ème circonscription,99411,69815,"70,23%",29596,"29,77%",67453,"67,85%","96,62%",1633,"1,64%","2,34%",729,"0,73%","1,04%",Nuance candidat 1,EXG
37,Indre-et-Loire,37004,4ème circonscription,92734,63488,"68,46%",29246,"31,54%",61812,"66,66%","97,36%",1145,"1,23%","1,80%",531,"0,57%","0,84%",Nuance candidat 1,ENS
37,Indre-et-Loire,37005,5ème circonscription,87677,61562,"70,21%",26115,"29,79%",59914,"68,33%","97,32%",1165,"1,33%","1,89%",483,"0,55%","0,78%",Nuance candidat 1,REC
