id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
87,Haute-Vienne,87001,1ère circonscription,83948,59950,"71,41%",23998,"28,59%",57588,"68,60%","96,06%",1403,"1,67%","2,34%",959,"1,14%","1,60%",Numéro de panneau 1,1
87,Haute-Vienne,87002,2ème circonscription,98338,72663,"73,89%",25675,"26,11%",69286,"70,46%","95,35%",1875,"1,91%","2,58%",1502,"1,53%","2,07%",Numéro de panneau 1,1
87,Haute-Vienne,87003,3ème circonscription,81393,58086,"71,36%",23307,"28,64%",55413,"68,08%","95,40%",1551,"1,91%","2,67%",1122,"1,38%","1,93%",Numéro de panneau 1,1
87,Haute-Vienne,87001,1ère circonscription,83948,59950,"71,41%",23998,"28,59%",57588,"68,60%","96,06%",1403,"1,67%","2,34%",959,"1,14%","1,60%",Nuance candidat 1,EXG
87,Haute-Vienne,87002,2ème circonscription,98338,72663,"73,89%",25675,"26,11%",69286,"70,46%","95,35%",1875,"1,91%","2,58%",1502,"1,53%","2,07%",Nuance candidat 1,UG
87,Haute-Vienne,87003,3ème circonscription,81393,58086,"71,36%",23307,"28,64%",55413,"68,08%","95,40%",1551,"1,91%","2,67%",1122,"1,38%","1,93%",Nuance candidat 1,RN
87,Haute-Vienne,87001,1ère circonscription,83948,59950,"71,41%",23998,"28,59%",57588,"68,60%","96,06%",1403,"1,67%","2,34%",959,"1,14%","1,60%",Nom candidat 1,FAUCON
87,Haute-Vienne,87002,2ème circonscription,98338,72663,"73,89%",25675,"26,11%",69286,"70,46%","95,35%",1875,"1,91%","2,58%",1502,"1,53%","2,07%",Nom candidat 1,DELAUTRETTE
87,Haute-Vienne,87003,3ème circonscription,81393,58086,"71,36%",23307,"28,64%",55413,"68,08%","95,40%",1551,"1,91%","2,67%",1122,"1,38%","1,93%",Nom candidat 1,FREYCHET
87,Haute-Vienne,87001,1ère circonscription,83948,59950,"71,41%",23998,"28,59%",57588,"68,60%","96,06%",1403,"1,67%","2,34%",959,"1,14%","1,60%",Prénom candidat 1,Elisabeth
87,Haute-Vienne,87002,2ème circonscription,98338,72663,"73,89%",25675,"26,11%",69286,"70,46%","95,35%",1875,"1,91%","2,58%",1502,"1,53%","2,07%",Prénom candidat 1,Stéphane
87,Haute-Vienne,87003,3ème circonscription,81393,58086,"71,36%",23307,"28,64%",55413,"68,08%","95,40%",1551,"1,91%","2,67%",1122,"1,38%","1,93%",Prénom candidat 1,Albin
87,Haute-Vienne,87001,1ère circonscription,83948,59950,"71,41%",23998,"28,59%",57588,"68,60%","96,06%",1403,"1,67%","2,34%",959,"1,14%","1,60%",Sexe candidat 1,FEMININ
87,Haute-Vienne,87002,2ème circonscription,98338,72663,"73,89%",25675,"26,11%",69286,"70,46%","95,35%",1875,"1,91%","2,58%",1502,"1,53%","2,07%",Sexe candidat 1,MASCULIN
87,Haute-Vienne,87003,3ème circonscription,81393,58086,"71,36%",23307,"28,64%",55413,"68,08%","95,40%",1551,"1,91%","2,67%",1122,"1,38%","1,93%",Sexe candidat 1,MASCULIN
87,Haute-Vienne,87001,1ère circonscription,83948,59950,"71,41%",23998,"28,59%",57588,"68,60%","96,06%",1403,"1,67%","2,34%",959,"1,14%","1,60%",Voix 1,803
87,Haute-Vienne,87002,2ème circonscription,98338,72663,"73,89%",25675,"26,11%",69286,"70,46%","95,35%",1875,"1,91%","2,58%",1502,"1,53%","2,07%",Voix 1,25520
87,Haute-Vienne,87003,3ème circonscription,81393,58086,"71,36%",23307,"28,64%",55413,"68,08%","95,40%",1551,"1,91%","2,67%",1122,"1,38%","1,93%",Voix 1,19310
